product_name,category,sub_category,brand,quantity,price,mrp,discount_percent,savings_amount,rating,reviews,available_quantity,availability,value_score,rating_was_missing,out_of_stock,quantity_raw
Britannia Roll Yo! Choco Swiss Roll (With Egg),Biscuits,Unknown,Unbranded,28,10.0,10.280000000000001,0,0.28000000000000114,3.0,0,0,Out of Stock,0.2502194348545478,True,True,28
Britannia Milk Bikis Cream Biscuit,Biscuits,Unknown,Unbranded,500,70.0,70.0,0,0.0,3.0,0,0,Out of Stock,0.14075652343296632,True,True,500
Open Secret Choco Almond Story Box,Biscuits,Unknown,Unbranded,75,81.0,105.0,22,24.0,3.0,0,0,Out of Stock,0.16610996955488708,True,True,75
Parle Monaco Sixer Salted Biscuits,Biscuits,Unknown,Unbranded,200,54.0,60.0,10,6.0,3.0,0,0,Out of Stock,0.1646980596552798,True,True,200
Sunfeast Dark Fantasy Bourbon Bliss,Biscuits,Unknown,Unbranded,150,29.0,35.0,17,6.0,3.0,0,0,Out of Stock,0.20639790086423462,True,True,150
Patanjali Atta Doodh Rusk,Biscuits,Unknown,Unbranded,300,40.0,40.0,0,0.0,3.0,0,0,Out of Stock,0.1615695048386346,True,True,300
Sunfeast Dark Fantasy Bourbon Bliss,Biscuits,Unknown,Unbranded,150,35.0,35.0,0,0.0,3.0,0,0,Out of Stock,0.16743318796537418,True,True,150
Clove Sensitive Toothpaste with Anti-Sensitivity & Fluoride Formulation,Personal Care,Unknown,Unbranded,80,104.0,160.0,35,56.0,3.0,0,3,In Stock,0.17404531604412657,True,False,80
Dettol Original Germ Protection Alcohol Based Hand Sanitizer,Personal Care,Unknown,Unbranded,50,25.0,25.0,0,0.0,3.0,0,6,In Stock,0.1841566058580809,True,False,50
Colgate Visible White Toothpaste,Personal Care,Unknown,Unbranded,100,103.0,115.0,10,12.0,3.0,0,6,In Stock,0.14210690149315747,True,False,100
Dettol SKincare Handwash Value Refill,Personal Care,Unknown,Unbranded,750,105.0,109.0,3,4.0,3.0,0,6,In Stock,0.13252022542339412,True,False,750
Savlon Herbal Sensitive Liquid Handwash Refill Pouch,Personal Care,Unknown,Unbranded,750,110.0,115.0,4,5.0,3.0,0,6,In Stock,0.13249729236816854,True,False,500
Colgate Total 12 Whole Mouth Protection Toothpaste,Personal Care,Unknown,Unbranded,120,108.0,120.0,10,12.0,3.0,0,6,In Stock,0.14068451467862453,True,False,120
Lux International Creamy White Soap Bar,Personal Care,Unknown,Unbranded,75,34.0,35.0,2,1.0,3.0,0,6,In Stock,0.17213504540638974,True,False,75
Colgate Herbal Toothpaste,Personal Care,Unknown,Unbranded,200,93.0,114.0,18,21.0,3.0,0,2,In Stock,0.1558340442189525,True,False,200
Nivea Men Deodorant Fresh Active 48h Long lasting Freshness,Personal Care,Unknown,Unbranded,150,169.0,225.0,24,56.0,3.0,0,6,In Stock,0.14486549834835716,True,False,150
Dabur Meswak Toothpaste,Personal Care,Unknown,Unbranded,100,55.0,58.0,5,3.0,3.0,0,6,In Stock,0.15650806399103556,True,False,100
Colgate Max Fresh Cooling Crystals Toothpaste,Personal Care,Unknown,Unbranded,150,95.0,101.0,5,6.0,3.0,0,2,In Stock,0.13802627967289235,True,False,150
Indulekha Bhringa Hair Oil,Personal Care,Unknown,Unbranded,100,367.0,432.0,15,65.0,3.0,0,6,In Stock,0.11678915262720549,True,False,100
Colgate Sensitive Soft Bristles Toothbrush,Personal Care,Unknown,Unbranded,58,50.0,50.0,0,0.0,3.0,0,6,In Stock,0.15260086688642535,True,False,1
Pears Pure & Gentle Glycerin Bath Soap,Personal Care,Unknown,Unbranded,125,75.0,75.0,0,0.0,3.0,0,6,In Stock,0.13854466503826124,True,False,125
Vaseline Skin Protecting Jelly,Personal Care,Unknown,Unbranded,50,68.0,79.0,13,11.0,3.0,0,6,In Stock,0.16012823467332454,True,False,50
Dettol Original Germ Protection Bathing Soap Bar,Personal Care,Unknown,Unbranded,375,157.0,166.0,5,9.0,3.0,0,4,In Stock,0.12444210842266755,True,False,375
Dettol Intense Cool Soap (B4G1),Personal Care,Unknown,Unbranded,625,247.0,260.0,5,13.0,3.0,0,6,In Stock,0.11426646266866401,True,False,625
Livon Anti-Frizz Serum,Personal Care,Unknown,Unbranded,100,225.0,250.0,10,25.0,3.0,0,3,In Stock,0.12175919906219697,True,False,100
Lifebuoy Germ Protection Care Soap Bar,Personal Care,Unknown,Unbranded,100,29.0,30.0,3,1.0,3.0,0,3,In Stock,0.18170071614543734,True,False,125
Lux International Creamy White Soap Bar,Personal Care,Unknown,Unbranded,125,63.0,70.0,10,7.0,3.0,0,6,In Stock,0.158696454497786,True,False,125
Godrej Nupur – 100% Pure Henna (Mehendi),Personal Care,Unknown,Unbranded,18,10.0,10.280000000000001,0,0.28000000000000114,3.0,0,6,In Stock,0.2502194348545478,True,False,18
Glow & Lovely Advanced Multivitamin Face Cream,Personal Care,Unknown,Unbranded,110,190.0,213.0,10,23.0,3.0,0,6,In Stock,0.1256598707286761,True,False,110
Set Wet Style Vertical Hold Hair Gel,Personal Care,Unknown,Unbranded,50,45.0,50.0,10,5.0,3.0,0,4,In Stock,0.172384909332388,True,False,50
"Godrej Expert Rich Crème, Natural Black",Personal Care,Unknown,Unbranded,20,30.0,30.0,0,0.0,3.0,0,6,In Stock,0.17472400573197747,True,False,20
Nycil Germ Expert Cool Herbal Talc,Personal Care,Unknown,Unbranded,150,119.0,130.0,8,11.0,3.0,0,1,In Stock,0.13535271386670686,True,False,200
Godrej Expert Creme Hair Natural Brown Colour,Personal Care,Unknown,Unbranded,20,30.0,30.0,0,0.0,3.0,0,6,In Stock,0.17472400573197747,True,False,20
Veet Sensitive Skin Hair Removal Cream,Personal Care,Unknown,Unbranded,50,128.0,135.0,5,7.0,3.0,0,6,In Stock,0.1296346335168362,True,False,50
Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,Personal Care,Unknown,Unbranded,80,49.0,50.0,2,1.0,3.0,0,1,In Stock,0.15644079780482284,True,False,80
Pears Pure And Gentle Value Pack Of 3 Bathing Soap,Personal Care,Unknown,Unbranded,375,186.0,199.0,6,13.0,3.0,0,5,In Stock,0.12158034684097621,True,False,375
Gillette Presto Ready Shaver 5 Cartridges,Personal Care,Unknown,Unbranded,290,82.0,88.0,6,6.0,3.0,0,6,In Stock,0.1439291561858652,True,False,5
Closeup Everfresh+ Anti-Germ Gel Toothpaste Red Hot,Personal Care,Unknown,Unbranded,300,144.0,160.0,10,16.0,3.0,0,4,In Stock,0.1326171007249808,True,False,300
"Godrej Expert Rich Crème, Dark Brown",Personal Care,Unknown,Unbranded,20,30.0,30.0,0,0.0,3.0,0,4,In Stock,0.17472400573197747,True,False,20
Nivea Soft Light Moisturizer for Face Hand & Body Non-Sticky Cream with Vitamin E & Jojoba Oil,Personal Care,Unknown,Unbranded,100,157.0,185.0,15,28.0,3.0,0,3,In Stock,0.13629373779625492,True,False,100
Fiama Gel Bar Celebration Pack Buy 4 Get 1 Free,Personal Care,Unknown,Unbranded,625,261.0,290.0,10,29.0,3.0,0,6,In Stock,0.1185271492369425,True,False,625
Gillette Sensitive Shaving Foam,Personal Care,Unknown,Unbranded,418,210.0,225.0,6,15.0,3.0,0,4,In Stock,0.11883723075949958,True,False,418
Dove Hair Fall Rescue Shampoo,Personal Care,Unknown,Unbranded,180,141.0,150.0,6,9.0,3.0,0,5,In Stock,0.12833377609989466,True,False,180
Gillette Mach 3 Mens Razor Blades,Personal Care,Unknown,Unbranded,232,460.0,499.0,7,39.0,3.0,0,4,In Stock,0.10467280869420507,True,False,4
Palmolive Aroma Absolute Relax Shower Gel,Personal Care,Unknown,Unbranded,250,159.0,199.0,20,40.0,3.0,0,2,In Stock,0.14186706233367255,True,False,250
Godrej Protekt Germ Fighter Handwash,Personal Care,Unknown,Unbranded,750,99.0,99.0,0,0.0,3.0,0,6,In Stock,0.13028834457097555,True,False,750
Dettol Hand Sanitizer,Personal Care,Unknown,Unbranded,200,95.0,100.0,5,5.0,3.0,0,6,In Stock,0.13802627967289235,True,False,200
Dabur Amla Hair Oil,Personal Care,Unknown,Unbranded,180,88.0,88.0,0,0.0,3.0,0,2,In Stock,0.1336708858944181,True,False,180
Dettol Original Liquid Handwash,Personal Care,Unknown,Unbranded,200,85.0,89.0,4,4.0,3.0,0,6,In Stock,0.14008786439369875,True,False,200
L'Oreal Paris Total Repair 5 Conditioner,Personal Care,Unknown,Unbranded,192,199.0,199.0,0,0.0,3.0,0,6,In Stock,0.1132434994906529,True,False,180
Patanjali Saundarya Aloe Vera Gel,Personal Care,Unknown,Unbranded,150,90.0,90.0,0,0.0,3.0,0,5,In Stock,0.13301234479441856,True,False,150
Head & Shoulders 2 In 1 Anti Dandruff Shampoo Conditioner,Personal Care,Unknown,Unbranded,180,174.0,195.0,10,21.0,3.0,0,4,In Stock,0.12778845112503667,True,False,180
Clean & Clear Pimple Clearing Face Wash,Personal Care,Unknown,Unbranded,80,117.0,130.0,10,13.0,3.0,0,2,In Stock,0.13834492362276463,True,False,80
Himalaya Anti Dandruff Shampoo,Personal Care,Unknown,Unbranded,200,128.0,140.0,8,12.0,3.0,0,2,In Stock,0.13333848018874583,True,False,200
Stayfree Secure Dry Cover Regular Sanitary Pad With Wings,Personal Care,Unknown,Unbranded,406,29.0,30.0,3,1.0,3.0,0,6,In Stock,0.18170071614543734,True,False,7
Savlon Moisture Shield Hand Wash,Personal Care,Unknown,Unbranded,750,95.0,99.0,4,4.0,3.0,0,6,In Stock,0.13671174367600766,True,False,750
Dove Intense Repair Conditioner,Personal Care,Unknown,Unbranded,175,162.0,190.0,14,28.0,3.0,0,6,In Stock,0.134282203295259,True,False,80
Dabur Gulabari Rose Glow Face Cleanse,Personal Care,Unknown,Unbranded,100,71.0,75.0,5,4.0,3.0,0,4,In Stock,0.1473110087314803,True,False,100
Parachute Jasmine Hair Oil,Personal Care,Unknown,Unbranded,190,74.0,82.0,9,8.0,3.0,0,6,In Stock,0.15147696595841476,True,False,190
Johnson's Baby Skincare Wipes,Personal Care,Unknown,Unbranded,1160,74.0,79.0,6,5.0,3.0,0,6,In Stock,0.14730787515221985,True,False,20
Dettol Skincare Liquid Hand Wash,Personal Care,Unknown,Unbranded,200,79.0,79.0,0,0.0,3.0,0,6,In Stock,0.1369229468512012,True,False,200
Old Spice Original Lather Shaving Cream,Personal Care,Unknown,Unbranded,70,68.0,75.0,9,7.0,3.0,0,6,In Stock,0.15445997857869362,True,False,70
Veet Hair Removal Cream Dry Skin,Personal Care,Unknown,Unbranded,50,128.0,135.0,5,7.0,3.0,0,5,In Stock,0.1296346335168362,True,False,50
L'Oreal Paris Total Repair 5 Shampoo,Personal Care,Unknown,Unbranded,396,265.0,265.0,0,0.0,3.0,0,2,In Stock,0.10745954986239044,True,False,360
Fiama Menthol & Magnolia Cooling Gel Bar Soap,Personal Care,Unknown,Unbranded,375,141.0,160.0,11,19.0,3.0,0,6,In Stock,0.1343872561046067,True,False,375
Nivea Lip Balm Original Care for 24h Moisture with Shea Butter & Natural Oils,Personal Care,Unknown,Unbranded,5,119.0,140.0,15,21.0,3.0,0,6,In Stock,0.14412557495066006,True,False,4
Oral-B Charcoal Deep Clean Stain Removal Toothbrush Soft,Personal Care,Unknown,Unbranded,232,99.0,99.0,0,0.0,3.0,0,3,In Stock,0.13028834457097555,True,False,4
Neutrogena Ultra Sheer Dry Touch SPF 50+ Sunblock Sunscreen Lotion,Personal Care,Unknown,Unbranded,30,225.0,250.0,10,25.0,3.0,0,3,In Stock,0.12175919906219697,True,False,30
Clinic Plus Strong & Long Health Shampoo,Personal Care,Unknown,Unbranded,650,449.0,499.0,10,50.0,3.0,0,3,In Stock,0.10803294367411403,True,False,650
Johnson's Baby No More Tears Baby Shampoo,Personal Care,Unknown,Unbranded,100,98.0,98.0,0,0.0,3.0,0,5,In Stock,0.13057330811130555,True,False,100
Colgate Zig Zag Toothbrush,Personal Care,Unknown,Unbranded,348,120.0,120.0,0,0.0,3.0,0,3,In Stock,0.1251097174272739,True,False,6
Savlon Moisture Shield Germ Protection Handwash Refill (Buy 1 Get 1 Free),Personal Care,Unknown,Unbranded,1500,189.0,189.0,0,0.0,3.0,0,6,In Stock,0.11435053313047737,True,False,1500
Colgate Sensitive Everyday Protection Anticavity Toothpaste,Personal Care,Unknown,Unbranded,40,75.0,75.0,0,0.0,3.0,0,6,In Stock,0.13854466503826124,True,False,40
Whisper Ultra Soft XL+ Sanitary Pads,Personal Care,Unknown,Unbranded,30,323.0,330.0,2,7.0,3.0,0,6,In Stock,0.10586873441592523,True,False,30
Garnier Colour Naturals Hair Colour - 1 Natural Black,Personal Care,Unknown,Unbranded,60,80.0,80.0,0,0.0,3.0,0,1,In Stock,0.13653588399402558,True,False,60
Axe Pulse Men's Deodorant,Personal Care,Unknown,Unbranded,150,210.0,210.0,0,0.0,3.0,0,6,In Stock,0.11211059505613166,True,False,150
Colgate Zigzag Charcoal Soft Bristle Toothbrush - 4 Pcs,Personal Care,Unknown,Unbranded,232,99.0,99.0,0,0.0,3.0,0,6,In Stock,0.13028834457097555,True,False,4
Whisper Ultra Clean Wings XL+  Pouch,Personal Care,Unknown,Unbranded,44,415.0,449.0,7,34.0,3.0,0,6,In Stock,0.10645556388598318,True,False,44
Whisper Choice Regular Sanitary Pads,Personal Care,Unknown,Unbranded,1160,90.0,90.0,0,0.0,3.0,0,6,In Stock,0.13301234479441856,True,False,20
Axe Dark Temptation Men's Deodorant,Personal Care,Unknown,Unbranded,150,194.0,210.0,7,16.0,3.0,0,5,In Stock,0.1217523333483584,True,False,150
Head & Shoulders Anti-Dandruff Smooth & Silky Shampoo,Personal Care,Unknown,Unbranded,180,150.0,150.0,0,0.0,3.0,0,4,In Stock,0.119586712225502,True,False,180
Clinic Plus Strength & Shine Shampoo With Egg Protein,Personal Care,Unknown,Unbranded,175,105.0,105.0,0,0.0,3.0,0,2,In Stock,0.12866041303242148,True,False,175
Engage M1 Perfume Spray for Men,Personal Care,Unknown,Unbranded,120,194.0,210.0,7,16.0,3.0,0,6,In Stock,0.1217523333483584,True,False,120
Tresemme Keratin Smooth Conditioner,Personal Care,Unknown,Unbranded,340,380.0,380.0,0,0.0,3.0,0,3,In Stock,0.10096251987089971,True,False,340
"Garnier Color Naturals Crème Hair Color, Shade 5 Light Brown",Personal Care,Unknown,Unbranded,100,180.0,180.0,0,0.0,3.0,0,1,In Stock,0.11541797492455255,True,False,100
Origami Aloe Vera Wipes,Personal Care,Unknown,Unbranded,25,65.0,75.0,13,10.0,3.0,0,4,In Stock,0.1618271771177186,True,False,25
"Engage Drizzle Deodorant For Women, Floral And Lavender, Skin Friendly",Personal Care,Unknown,Unbranded,150,174.0,195.0,10,21.0,3.0,0,6,In Stock,0.12778845112503667,True,False,150
Gellette Presto Ready Shaver,Personal Care,Unknown,Unbranded,58,20.0,20.0,0,0.0,3.0,0,1,In Stock,0.19707524325183062,True,False,1
Colgate Max Fresh Plax Mouthwash - Fresh Mint,Personal Care,Unknown,Unbranded,250,120.0,150.0,20,30.0,3.0,0,5,In Stock,0.15013166091272867,True,False,250
Colgate Zig Zag Charcoal Medium Toothbrush 4 Pcs,Personal Care,Unknown,Unbranded,232,99.0,99.0,0,0.0,3.0,0,6,In Stock,0.13028834457097555,True,False,4
Godrej Protekt,Personal Care,Unknown,Unbranded,750,99.0,99.0,0,0.0,3.0,0,3,In Stock,0.13028834457097555,True,False,750
Colgate Total Charcoal Anticavity Toothpaste,Personal Care,Unknown,Unbranded,120,99.0,110.0,10,11.0,3.0,0,3,In Stock,0.1433171790280731,True,False,120
Colgate Kids 0-2 Extra Soft Tooth Brush,Personal Care,Unknown,Unbranded,58,25.0,30.0,16,5.0,3.0,0,6,In Stock,0.21362166279537384,True,False,1
Gillete Mach3,Personal Care,Unknown,Unbranded,116,234.0,260.0,10,26.0,3.0,0,6,In Stock,0.1208882978918705,True,False,2
Maybelline New York Colossal Kajal Black,Personal Care,Unknown,Unbranded,0,149.0,149.0,0,0.0,3.0,0,2,In Stock,0.11974529471481303,True,False,0
Godrej Cinthol Lime Talc,Personal Care,Unknown,Unbranded,100,55.0,55.0,0,0.0,3.0,0,3,In Stock,0.1490552990390815,True,False,100
Hamam Soap Bar Neem Tulsi and Aloe Vera,Personal Care,Unknown,Unbranded,150,58.0,58.0,0,0.0,3.0,0,6,In Stock,0.14714763708589823,True,False,150
"Godrej Expert Rich Crème, Burgundy",Personal Care,Unknown,Unbranded,20,33.0,33.0,0,0.0,3.0,0,6,In Stock,0.17014709523080002,True,False,20
Colgate Gentle Sensitive+ Toothbrush Pack Of 4,Personal Care,Unknown,Unbranded,232,108.0,120.0,10,12.0,3.0,0,4,In Stock,0.14068451467862453,True,False,4
Nivea Creme All Season Multi-Purpose Cream,Personal Care,Unknown,Unbranded,100,157.0,175.0,10,18.0,3.0,0,4,In Stock,0.13036792310946124,True,False,100
Oral-B Charcoal Deep Clean Stain Removal Toothbrush Medium,Personal Care,Unknown,Unbranded,232,99.0,99.0,0,0.0,3.0,0,1,In Stock,0.13028834457097555,True,False,4
Mamaearth 100% Natural Berry Blast Kids Toothpaste,Personal Care,Unknown,Unbranded,50,134.0,149.0,10,15.0,3.0,0,4,In Stock,0.13454903747718447,True,False,50
HImalaya Gentle Baby Wipes,Personal Care,Unknown,Unbranded,72,180.0,200.0,10,20.0,3.0,0,3,In Stock,0.12695977241700782,True,False,72
Stayfree Dry Max All Night XL Dry Cover Sanitary Pads,Personal Care,Unknown,Unbranded,28,298.0,340.0,12,42.0,3.0,0,6,In Stock,0.11788556300019422,True,False,28
"L'Oreal Paris Excellence Creme Hair Color, 1 Black",Personal Care,Unknown,Unbranded,172,620.0,620.0,0,0.0,3.0,0,1,In Stock,0.09329328444705406,True,False,172
Fem Fairness Naturals Saffron Skin Bleach,Personal Care,Unknown,Unbranded,64,72.0,85.0,15,13.0,3.0,0,4,In Stock,0.16082193747887139,True,False,64
Engage Woman Blush Body Deo Spray,Personal Care,Unknown,Unbranded,150,174.0,195.0,10,21.0,3.0,0,5,In Stock,0.12778845112503667,True,False,150
Dove Pink Rosa Beauty Bathinhg Bar,Personal Care,Unknown,Unbranded,100,60.0,60.0,0,0.0,3.0,0,6,In Stock,0.14595436878495877,True,False,100
Sebamed Cleansing Bar,Personal Care,Unknown,Unbranded,100,89.0,99.0,10,10.0,3.0,0,4,In Stock,0.14667287026643488,True,False,100
Pampers Premium Care Pants - Large,Personal Care,Unknown,Unbranded,44,630.0,697.8799999999992,18,67.8799999999992,3.0,0,2,In Stock,0.10981331041132597,True,False,44
Nivea Women Deodorant Fresh Natural Long Lasting Freshness & 48h Protection,Personal Care,Unknown,Unbranded,150,159.0,199.0,20,40.0,3.0,0,2,In Stock,0.14186706233367255,True,False,150
"L'Oreal Paris Excellence Creme Hair Color, 3 Dark Brown/Natural Darkest Brown",Personal Care,Unknown,Unbranded,172,620.0,620.0,0,0.0,3.0,0,6,In Stock,0.09329328444705406,True,False,172
Patanjali Kesh Kanti Natural Hair Cleanser,Personal Care,Unknown,Unbranded,200,68.0,75.0,9,7.0,3.0,0,4,In Stock,0.15445997857869362,True,False,200
Godrej No.1 Bathing Soap – Lime & Aloe Vera,Personal Care,Unknown,Unbranded,600,149.0,149.0,0,0.0,3.0,0,6,In Stock,0.11974529471481303,True,False,600
Pantene Advanced Control Hair Fall Solution Shampoo,Personal Care,Unknown,Unbranded,180,112.0,120.0,6,8.0,3.0,0,5,In Stock,0.13453518610902448,True,False,180
Veet Full Body Waxing Kit For Dry Skin,Personal Care,Unknown,Unbranded,1160,218.0,235.0,7,17.0,3.0,0,6,In Stock,0.11912997862840846,True,False,20
Johnson's Baby Skincare Wipes,Personal Care,Unknown,Unbranded,72,221.0,245.0,9,24.0,3.0,0,6,In Stock,0.12105109259242101,True,False,72
Gillette Lemon Lime Shaving Foam,Personal Care,Unknown,Unbranded,196,177.0,199.0,11,22.0,3.0,0,4,In Stock,0.12852717477218037,True,False,196
Old Spice After Shave Lotion Musk,Personal Care,Unknown,Unbranded,100,200.0,215.0,6,15.0,3.0,0,3,In Stock,0.11992521852430427,True,False,100
Whisper Ultra Soft Air Fresh Sanitary Pads (XL) with Wings,Personal Care,Unknown,Unbranded,30,315.0,315.0,0,0.0,3.0,0,4,In Stock,0.10424372352598586,True,False,30
Himalaya Baby Powder,Personal Care,Unknown,Unbranded,100,73.0,80.0,8,7.0,3.0,0,4,In Stock,0.15055534383602806,True,False,100
Fiama Men's Refreshing Pulse Shower Gel,Personal Care,Unknown,Unbranded,250,180.0,225.0,20,45.0,3.0,0,4,In Stock,0.13850156990946305,True,False,250
Whisper Ultra Clean XL Plus Sanitary Pad,Personal Care,Unknown,Unbranded,870,175.0,175.0,0,0.0,3.0,0,5,In Stock,0.11604329509109577,True,False,15
Johnson's Baby Powder,Personal Care,Unknown,Unbranded,200,143.0,143.0,0,0.0,3.0,0,6,In Stock,0.1207288813145534,True,False,200
Dove Cream Beauty Bathing Bar,Personal Care,Unknown,Unbranded,125,212.0,235.0,9,23.0,3.0,0,6,In Stock,0.12198551763005074,True,False,125
Patanjali Kesh Kanti Shikakai Hair Cleanser,Personal Care,Unknown,Unbranded,200,95.0,95.0,0,0.0,3.0,0,4,In Stock,0.1314535996884689,True,False,200
L'Oreal Paris Color Protect Conditioner,Personal Care,Unknown,Unbranded,192,199.0,199.0,0,0.0,3.0,0,3,In Stock,0.1132434994906529,True,False,192
Nivea Men Active Clean with Active Charcoal Shower Gel for Body Face & Hair,Personal Care,Unknown,Unbranded,250,191.0,199.0,4,8.0,3.0,0,5,In Stock,0.11868769363449336,True,False,250
L'Oreal 6 Oil Nourish Conditioner,Personal Care,Unknown,Unbranded,192,135.0,135.0,0,0.0,3.0,0,1,In Stock,0.1221335538431789,True,False,192
Godrej Easy Natural Black Hair Colour,Personal Care,Unknown,Unbranded,20,25.0,25.0,0,0.0,3.0,0,5,In Stock,0.1841566058580809,True,False,20
Dabur Gulabari Rose Water Daily Glow,Personal Care,Unknown,Unbranded,250,75.0,80.0,6,5.0,3.0,0,2,In Stock,0.1468573449405569,True,False,250
Himalaya Purifying Neem Face Wash,Personal Care,Unknown,Unbranded,150,153.0,170.0,10,17.0,3.0,0,6,In Stock,0.13103160821559812,True,False,150
Fem Fairness Naturals Gold Skin Bleach,Personal Care,Unknown,Unbranded,24,59.0,65.0,9,6.0,3.0,0,3,In Stock,0.15973252618608588,True,False,24
Whisper Choice Ultra XL Sanitary Pad,Personal Care,Unknown,Unbranded,1160,130.0,133.0,2,3.0,3.0,0,5,In Stock,0.12553338037980147,True,False,20
Dove Dandruff Care Shampoo,Personal Care,Unknown,Unbranded,180,147.0,158.0,6,11.0,3.0,0,5,In Stock,0.12727095931847168,True,False,180
Head & Shoulders Anti Dandruff Anti Hairfall Shampoo,Personal Care,Unknown,Unbranded,340,285.0,285.0,0,0.0,3.0,0,5,In Stock,0.10608219036884148,True,False,240
L'Oreal Casting Creme Ebony Black Hair Color,Personal Care,Unknown,Unbranded,159,550.0,550.0,0,0.0,3.0,0,6,In Stock,0.09506102809166103,True,False,87
Mamaearth Onion Hair Oil,Personal Care,Unknown,Unbranded,150,359.0,399.0,10,40.0,3.0,0,6,In Stock,0.11212849730034354,True,False,150
L'Oreal Paris Casting Creme Gloss Hair Color (Dark Brown 400),Personal Care,Unknown,Unbranded,159,550.0,550.0,0,0.0,3.0,0,4,In Stock,0.09506102809166103,True,False,159
Palmolive Naturals Sea Minerals Liquid Hand Wash,Personal Care,Unknown,Unbranded,250,89.0,99.0,10,10.0,3.0,0,6,In Stock,0.14667287026643488,True,False,250
Oral-B Extra Soft Bristles Sensitive,Personal Care,Unknown,Unbranded,232,98.0,98.0,0,0.0,3.0,0,4,In Stock,0.13057330811130555,True,False,4
Engage M3 Perfume Spray for Men,Personal Care,Unknown,Unbranded,120,180.0,200.0,10,20.0,3.0,0,3,In Stock,0.12695977241700782,True,False,120
Mamaearth Deeply Nourishing wash for Babies,Personal Care,Unknown,Unbranded,200,199.0,199.0,0,0.0,3.0,0,4,In Stock,0.1132434994906529,True,False,200
Dettol Original Soap (B4G1),Personal Care,Unknown,Unbranded,625,247.0,260.0,5,13.0,3.0,0,6,In Stock,0.11426646266866401,True,False,625
Woodward's Gripe Water,Personal Care,Unknown,Unbranded,200,75.0,75.0,0,0.0,3.0,0,6,In Stock,0.13854466503826124,True,False,200
"MamyPoko Pants Extra Absorb Diapers, New Born",Personal Care,Unknown,Unbranded,28,279.0,299.0,6,20.0,3.0,0,5,In Stock,0.11287023026419409,True,False,28
Johnson's Baby Soap,Personal Care,Unknown,Unbranded,100,70.0,70.0,0,0.0,3.0,0,6,In Stock,0.14075652343296632,True,False,100
Engage M4 Perfume Spray For Men,Personal Care,Unknown,Unbranded,120,180.0,200.0,10,20.0,3.0,0,6,In Stock,0.12695977241700782,True,False,120
Fem Fairness Naturals Hair Removal Cream Fair & Soft - Gold,Personal Care,Unknown,Unbranded,40,58.0,65.0,10,7.0,3.0,0,4,In Stock,0.16186240079448808,True,False,40
Dove Hair Fall Rescue Conditioner,Personal Care,Unknown,Unbranded,175,190.0,190.0,0,0.0,3.0,0,4,In Stock,0.11423624611697827,True,False,175
Himalaya Anti Hair Fall Shampoo,Personal Care,Unknown,Unbranded,200,114.0,130.0,12,16.0,3.0,0,2,In Stock,0.14162478657662156,True,False,200
Fiama Peach & Avocado Gel Bar,Personal Care,Unknown,Unbranded,375,158.0,176.0,10,18.0,3.0,0,3,In Stock,0.1302056566211911,True,False,375
Pears Pure & Gentle Value Pack Of 4 Bathing Soap,Personal Care,Unknown,Unbranded,75,125.0,125.0,0,0.0,3.0,0,6,In Stock,0.12406224689623324,True,False,75
Fiama Fresh Hand Wash,Personal Care,Unknown,Unbranded,400,140.0,150.0,6,10.0,3.0,0,3,In Stock,0.12851704549993814,True,False,400
Palmolive Black Orchid And Milk Liquid Hand Wash,Personal Care,Unknown,Unbranded,250,89.0,99.0,10,10.0,3.0,0,6,In Stock,0.14667287026643488,True,False,250
Oral-B Criss Cross Medium Toothbrush (Buy 2 Get 2 Free),Personal Care,Unknown,Unbranded,232,160.0,160.0,0,0.0,3.0,0,5,In Stock,0.11807759369330068,True,False,4
Gillette Mach 3 Turbo Razor,Personal Care,Unknown,Unbranded,58,325.0,349.0,6,24.0,3.0,0,5,In Stock,0.10990345224504294,True,False,1
Himalaya Baby Lotion,Personal Care,Unknown,Unbranded,200,145.0,165.0,12,20.0,3.0,0,3,In Stock,0.13484210352253773,True,False,200
Head & Shoulders 2-in-1 Cool Menthol Anti Dandruff Shampoo + Conditioner,Personal Care,Unknown,Unbranded,340,375.0,375.0,0,0.0,3.0,0,1,In Stock,0.10118744916228466,True,False,180
Sunsilk Lusciously Thick & Long Shampoo,Personal Care,Unknown,Unbranded,340,234.0,249.0,6,15.0,3.0,0,6,In Stock,0.11649235978671156,True,False,340
Fiama Di Wills Men's Refreshing Pulse Shower Gel,Personal Care,Unknown,Unbranded,250,214.0,225.0,4,11.0,3.0,0,3,In Stock,0.11618731270510552,True,False,250
Sebamed Anti - Dandruff Shampoo,Personal Care,Unknown,Unbranded,200,540.0,600.0,10,60.0,3.0,0,2,In Stock,0.10487144916888029,True,False,200
Listerine Cool Mint Mouthwash - Mild Taste,Personal Care,Unknown,Unbranded,250,135.0,150.0,10,15.0,3.0,0,6,In Stock,0.13434690922749679,True,False,250
"L'Oreal Paris Excellence Creme Hair Color, 4.25 Aishwarya's Brown",Personal Care,Unknown,Unbranded,172,620.0,620.0,0,0.0,3.0,0,6,In Stock,0.09329328444705406,True,False,172
Himalaya Gentle Baby Bath,Personal Care,Unknown,Unbranded,200,150.0,165.0,9,15.0,3.0,0,6,In Stock,0.1303495163257972,True,False,200
