product_name,category,sub_category,brand,quantity,price,mrp,discount_percent,savings_amount,rating,reviews,available_quantity,availability,value_score,rating_was_missing,out_of_stock,quantity_raw
Onion,Fruits & Vegetables,Unknown,Unbranded,1000,21.0,25.0,16,4.0,3.0,0,3,In Stock,0.22516675539147604,True,False,1
Tomato Hybrid,Fruits & Vegetables,Unknown,Unbranded,1000,35.0,42.0,16,7.0,3.0,0,3,In Stock,0.19422249803983405,True,False,1
Tender Coconut,Fruits & Vegetables,Unknown,Unbranded,58,43.0,51.0,15,8.0,3.0,0,3,In Stock,0.18233758525614735,True,False,1
Coriander Leaves,Fruits & Vegetables,Unknown,Unbranded,100,17.0,20.0,15,3.0,3.0,0,3,In Stock,0.23872361682022356,True,False,100
Ladies Finger,Fruits & Vegetables,Unknown,Unbranded,250,12.0,14.0,14,2.0,3.0,0,3,In Stock,0.2666719317518756,True,False,250
Potato,Fruits & Vegetables,Unknown,Unbranded,1000,29.0,35.0,17,6.0,3.0,0,3,In Stock,0.20639790086423462,True,False,1
Lemon,Fruits & Vegetables,Unknown,Unbranded,200,63.0,75.0,16,12.0,3.0,0,3,In Stock,0.16735262474311977,True,False,200
Watermelon,Fruits & Vegetables,Unknown,Unbranded,58,49.0,58.0,15,9.0,3.0,0,3,In Stock,0.1763793308583787,True,False,1
Capsicum Green,Fruits & Vegetables,Unknown,Unbranded,250,19.0,23.0,17,4.0,3.0,0,3,In Stock,0.2343333568881245,True,False,250
Chilli Green,Fruits & Vegetables,Unknown,Unbranded,100,16.0,19.0,15,3.0,3.0,0,3,In Stock,0.24353972546668518,True,False,100
Banana Robusta,Fruits & Vegetables,Unknown,Unbranded,348,24.0,29.0,17,5.0,3.0,0,3,In Stock,0.21808856203042373,True,False,6
Garlic Indian,Fruits & Vegetables,Unknown,Unbranded,100,10.0,11.0,18,1.0,3.0,0,3,In Stock,0.2952589331283664,True,False,100
Cauliflower,Fruits & Vegetables,Unknown,Unbranded,58,22.0,26.0,15,4.0,3.0,0,3,In Stock,0.22006100234362266,True,False,1
Ginger,Fruits & Vegetables,Unknown,Unbranded,200,12.0,14.0,14,2.0,3.0,0,3,In Stock,0.2666719317518756,True,False,200
Spinach,Fruits & Vegetables,Unknown,Unbranded,250,16.0,19.0,15,3.0,3.0,0,3,In Stock,0.24353972546668518,True,False,250
Muskmelon,Fruits & Vegetables,Unknown,Unbranded,58,35.0,42.0,16,7.0,3.0,0,3,In Stock,0.19422249803983405,True,False,1
Cabbage,Fruits & Vegetables,Unknown,Unbranded,58,13.0,15.0,13,2.0,3.0,0,3,In Stock,0.2569099171857869,True,False,1
Methi,Fruits & Vegetables,Unknown,Unbranded,250,25.0,30.0,16,5.0,3.0,0,3,In Stock,0.21362166279537384,True,False,250
Broccoli,Fruits & Vegetables,Unknown,Unbranded,500,30.0,36.0,16,6.0,3.0,0,3,In Stock,0.20267984664909386,True,False,500
Sapota,Fruits & Vegetables,Unknown,Unbranded,348,25.0,30.0,16,5.0,3.0,0,3,In Stock,0.21362166279537384,True,False,6
Onion,Fruits & Vegetables,Unknown,Unbranded,3000,57.0,68.0,16,11.0,3.0,0,3,In Stock,0.1714098678868881,True,False,3
Potato,Fruits & Vegetables,Unknown,Unbranded,3000,84.0,100.0,16,16.0,3.0,0,3,In Stock,0.15666320848011783,True,False,3
Orange Nagpur,Fruits & Vegetables,Unknown,Unbranded,232,69.0,82.0,15,13.0,3.0,0,3,In Stock,0.1624104443311469,True,False,4
Mint Leaves,Fruits & Vegetables,Unknown,Unbranded,100,10.0,11.0,18,1.0,3.0,0,3,In Stock,0.2952589331283664,True,False,100
Beans French,Fruits & Vegetables,Unknown,Unbranded,250,28.0,33.0,15,5.0,3.0,0,3,In Stock,0.20491220101762533,True,False,250
Bottle Gourd,Fruits & Vegetables,Unknown,Unbranded,58,22.0,26.0,15,4.0,3.0,0,3,In Stock,0.22006100234362266,True,False,1
Banana Elaichi,Fruits & Vegetables,Unknown,Unbranded,348,49.0,58.0,15,9.0,3.0,0,3,In Stock,0.1763793308583787,True,False,6
Coconut Big,Fruits & Vegetables,Unknown,Unbranded,58,30.0,36.0,16,6.0,3.0,0,3,In Stock,0.20267984664909386,True,False,1
Curry Leaves,Fruits & Vegetables,Unknown,Unbranded,50,11.0,13.0,15,2.0,3.0,0,3,In Stock,0.2776764270234728,True,False,50
Brinjal Bharta,Fruits & Vegetables,Unknown,Unbranded,58,16.0,19.0,15,3.0,3.0,0,3,In Stock,0.24353972546668518,True,False,1
Lettuce Iceberg,Fruits & Vegetables,Unknown,Unbranded,250,21.0,25.0,16,4.0,3.0,0,3,In Stock,0.22516675539147604,True,False,250
Papaya,Fruits & Vegetables,Unknown,Unbranded,58,45.0,54.0,16,9.0,3.0,0,3,In Stock,0.18178772256870004,True,False,1
Apple Shimla,Fruits & Vegetables,Unknown,Unbranded,232,119.0,142.0,16,23.0,3.0,0,3,In Stock,0.14537884081979624,True,False,4
Bitter Gourd,Fruits & Vegetables,Unknown,Unbranded,250,15.0,18.0,16,3.0,3.0,0,3,In Stock,0.2510289371146796,True,False,250
Brinjal Small,Fruits & Vegetables,Unknown,Unbranded,250,15.0,18.0,16,3.0,3.0,0,3,In Stock,0.2510289371146796,True,False,250
Sweet Corn,Fruits & Vegetables,Unknown,Unbranded,116,30.0,36.0,16,6.0,3.0,0,3,In Stock,0.20267984664909386,True,False,2
Spring Onion,Fruits & Vegetables,Unknown,Unbranded,250,15.0,18.0,16,3.0,3.0,0,3,In Stock,0.2510289371146796,True,False,250
Bell Peppers Red & Yellow,Fruits & Vegetables,Unknown,Unbranded,116,99.0,118.0,16,19.0,3.0,0,3,In Stock,0.1511344797023316,True,False,2
Pomegranate,Fruits & Vegetables,Unknown,Unbranded,116,89.0,106.0,16,17.0,3.0,0,3,In Stock,0.15467320864460402,True,False,2
Sweet Lime,Fruits & Vegetables,Unknown,Unbranded,116,25.0,30.0,16,5.0,3.0,0,3,In Stock,0.21362166279537384,True,False,2
Baby Potato,Fruits & Vegetables,Unknown,Unbranded,500,16.0,19.0,15,3.0,3.0,0,3,In Stock,0.24353972546668518,True,False,500
Coccinia,Fruits & Vegetables,Unknown,Unbranded,250,27.0,32.0,15,5.0,3.0,0,3,In Stock,0.20707012366528502,True,False,250
Guava,Fruits & Vegetables,Unknown,Unbranded,232,45.0,54.0,16,9.0,3.0,0,3,In Stock,0.18178772256870004,True,False,4
Apple Washington,Fruits & Vegetables,Unknown,Unbranded,232,149.0,177.0,15,28.0,3.0,0,3,In Stock,0.13770708892203498,True,False,4
Amla,Fruits & Vegetables,Unknown,Unbranded,250,27.0,32.0,15,5.0,3.0,0,3,In Stock,0.20707012366528502,True,False,250
Beans Cluster,Fruits & Vegetables,Unknown,Unbranded,250,25.0,30.0,16,5.0,3.0,0,3,In Stock,0.21362166279537384,True,False,250
Apple Royal Gala,Fruits & Vegetables,Unknown,Unbranded,232,159.0,189.0,15,30.0,3.0,0,3,In Stock,0.1359559347364362,True,False,4
Chilli Bhaji,Fruits & Vegetables,Unknown,Unbranded,250,25.0,30.0,16,5.0,3.0,0,3,In Stock,0.21362166279537384,True,False,250
Lettuce Green,Fruits & Vegetables,Unknown,Unbranded,100,19.0,23.0,17,4.0,3.0,0,3,In Stock,0.2343333568881245,True,False,100
Baby Corn Peeled,Fruits & Vegetables,Unknown,Unbranded,250,29.0,35.0,17,6.0,3.0,0,3,In Stock,0.20639790086423462,True,False,250
Mixed Sprouts,Fruits & Vegetables,Unknown,Unbranded,200,29.0,35.0,17,6.0,3.0,0,3,In Stock,0.20639790086423462,True,False,200
Zucchini Green,Fruits & Vegetables,Unknown,Unbranded,250,29.0,35.0,17,6.0,3.0,0,3,In Stock,0.20639790086423462,True,False,250
Beans Broad,Fruits & Vegetables,Unknown,Unbranded,250,35.0,42.0,16,7.0,3.0,0,3,In Stock,0.19422249803983405,True,False,250
Raw Banana,Fruits & Vegetables,Unknown,Unbranded,500,17.0,20.0,15,3.0,3.0,0,6,In Stock,0.23872361682022356,True,False,500
Colocasia,Fruits & Vegetables,Unknown,Unbranded,500,24.0,29.0,17,5.0,3.0,0,6,In Stock,0.21808856203042373,True,False,500
Tomato Cherry,Fruits & Vegetables,Unknown,Unbranded,200,29.0,35.0,17,6.0,3.0,0,3,In Stock,0.20639790086423462,True,False,200
Sweet Potato,Fruits & Vegetables,Unknown,Unbranded,500,32.0,38.0,15,6.0,3.0,0,3,In Stock,0.1973397705768453,True,False,500
Pineapple Slice,Fruits & Vegetables,Unknown,Unbranded,200,75.0,89.0,15,14.0,3.0,0,3,In Stock,0.15932636479400042,True,False,200
Orange,Fruits & Vegetables,Unknown,Unbranded,116,45.0,54.0,16,9.0,3.0,0,3,In Stock,0.18178772256870004,True,False,2
Dragon Fruit Imported,Fruits & Vegetables,Unknown,Unbranded,58,59.0,70.0,15,11.0,3.0,0,3,In Stock,0.16852514230642088,True,False,1
Zucchini Yellow,Fruits & Vegetables,Unknown,Unbranded,250,35.0,42.0,16,7.0,3.0,0,3,In Stock,0.19422249803983405,True,False,500
Apple Kinnaur,Fruits & Vegetables,Unknown,Unbranded,232,119.0,142.0,16,23.0,3.0,0,6,In Stock,0.14537884081979624,True,False,4
Pineapple,Fruits & Vegetables,Unknown,Unbranded,58,79.0,94.0,15,15.0,3.0,0,3,In Stock,0.1574613888788814,True,False,1
Basil,Fruits & Vegetables,Unknown,Unbranded,100,17.0,20.0,15,3.0,3.0,0,3,In Stock,0.23872361682022356,True,False,100
Parsley,Fruits & Vegetables,Unknown,Unbranded,100,14.0,17.0,17,3.0,3.0,0,3,In Stock,0.25922709989433623,True,False,100
Ridge Gourd,Fruits & Vegetables,Unknown,Unbranded,500,25.0,30.0,16,5.0,3.0,0,3,In Stock,0.21362166279537384,True,False,500
Papaya Cut,Fruits & Vegetables,Unknown,Unbranded,200,39.0,46.0,15,7.0,3.0,0,3,In Stock,0.18704867117045357,True,False,200
Pomegranate Peeled,Fruits & Vegetables,Unknown,Unbranded,100,49.0,58.0,15,9.0,3.0,0,2,In Stock,0.1763793308583787,True,False,100
Pear Green Imported,Fruits & Vegetables,Unknown,Unbranded,116,69.0,82.0,15,13.0,3.0,0,3,In Stock,0.1624104443311469,True,False,2
Guava Thai,Fruits & Vegetables,Unknown,Unbranded,116,59.0,70.0,15,11.0,3.0,0,3,In Stock,0.16852514230642088,True,False,2
Lettuce Red,Fruits & Vegetables,Unknown,Unbranded,100,17.0,20.0,15,3.0,3.0,0,3,In Stock,0.23872361682022356,True,False,100
Mango Raw,Fruits & Vegetables,Unknown,Unbranded,500,50.0,60.0,16,10.0,3.0,0,3,In Stock,0.1770170055882534,True,False,500
Biryani /Pulav Mix,Fruits & Vegetables,Unknown,Unbranded,250,49.0,58.0,15,9.0,3.0,0,3,In Stock,0.1763793308583787,True,False,250
Banana Nendran,Fruits & Vegetables,Unknown,Unbranded,500,45.0,54.0,16,9.0,3.0,0,6,In Stock,0.18178772256870004,True,False,500
Pumpkin Cut,Fruits & Vegetables,Unknown,Unbranded,200,25.0,30.0,16,5.0,3.0,0,3,In Stock,0.21362166279537384,True,False,200
Banana Red,Fruits & Vegetables,Unknown,Unbranded,500,45.0,54.0,16,9.0,3.0,0,6,In Stock,0.18178772256870004,True,False,500
Radish White,Fruits & Vegetables,Unknown,Unbranded,500,19.0,23.0,17,4.0,3.0,0,6,In Stock,0.2343333568881245,True,False,500
Avocado Indian Premium,Fruits & Vegetables,Unknown,Unbranded,58,149.0,177.0,15,28.0,3.0,0,3,In Stock,0.13770708892203498,True,False,1
Banana Leaf,Fruits & Vegetables,Unknown,Unbranded,58,10.0,12.0,16,2.0,3.0,0,2,In Stock,0.2902545444312754,True,False,1
Sponge Gourd,Fruits & Vegetables,Unknown,Unbranded,300,21.0,25.0,16,4.0,3.0,0,2,In Stock,0.22516675539147604,True,False,300
Zama Organics Carrot,Fruits & Vegetables,Unknown,Unbranded,250,17.0,20.0,15,3.0,3.0,0,3,In Stock,0.23872361682022356,True,False,250
Safal Frozen - Mixed Vegetables,Fruits & Vegetables,Unknown,Unbranded,1000,105.0,110.0,4,5.0,3.0,0,2,In Stock,0.13380682955371834,True,False,1
Zama Organics Sweet Potato,Fruits & Vegetables,Unknown,Unbranded,250,31.0,37.0,16,6.0,3.0,0,3,In Stock,0.2008231496917437,True,False,250
Beetroot,Fruits & Vegetables,Unknown,Unbranded,500,13.0,16.0,18,3.0,3.0,0,3,In Stock,0.2682776126364854,True,False,500
Capsicum,Fruits & Vegetables,Unknown,Unbranded,500,21.0,26.0,19,5.0,3.0,0,3,In Stock,0.23099003354815215,True,False,500
Carrot,Fruits & Vegetables,Unknown,Unbranded,500,15.0,19.0,21,4.0,3.0,0,3,In Stock,0.26184914992134684,True,False,500
Garlic,Fruits & Vegetables,Unknown,Unbranded,200,13.0,17.0,23,4.0,3.0,0,3,In Stock,0.27964530808718396,True,False,200
Carrot,Fruits & Vegetables,Unknown,Unbranded,250,11.0,13.0,15,2.0,3.0,0,0,Out of Stock,0.2776764270234728,True,True,200
Beetroot,Fruits & Vegetables,Unknown,Unbranded,250,10.0,11.0,18,1.0,3.0,0,0,Out of Stock,0.2952589331283664,True,True,250
Moong Sprouts,Fruits & Vegetables,Unknown,Unbranded,200,29.0,35.0,17,6.0,3.0,0,0,Out of Stock,0.20639790086423462,True,True,200
Safal Frozen Mixed Vegetables,Fruits & Vegetables,Unknown,Unbranded,500,57.0,60.0,5,3.0,3.0,0,0,Out of Stock,0.1551554838631315,True,True,500
Safal Frozen Corn,Fruits & Vegetables,Unknown,Unbranded,200,39.0,41.0,4,2.0,3.0,0,0,Out of Stock,0.16915705914545368,True,True,200
Safal Frozen - Sweet Corn,Fruits & Vegetables,Unknown,Unbranded,1000,152.0,160.0,5,8.0,3.0,0,0,Out of Stock,0.12523760552155164,True,True,1
Maggi 2 Minute Masala Noodles,Cooking Essentials,Unknown,Unbranded,70,12.0,12.0,0,0.0,3.0,0,6,In Stock,0.23392274715076802,True,False,70
iD Idli & Dosa Batter,Cooking Essentials,Unknown,Unbranded,1000,68.0,80.0,15,12.0,3.0,0,6,In Stock,0.16296236272064002,True,False,1
Tata Salt,Cooking Essentials,Unknown,Unbranded,1000,24.0,24.0,0,0.0,3.0,0,6,In Stock,0.18640048036788354,True,False,1
Arden Eggs White,Cooking Essentials,Unknown,Unbranded,696,97.0,97.0,0,0.0,3.0,0,4,In Stock,0.13086243311238754,True,False,12
Arden Eggs White,Cooking Essentials,Unknown,Unbranded,348,55.0,65.0,15,10.0,3.0,0,4,In Stock,0.1714135938949437,True,False,6
Fortune Sunlite Refined Sunflower (Pouch),Cooking Essentials,Unknown,Unbranded,1000,219.0,230.0,4,11.0,3.0,0,6,In Stock,0.11569208193139009,True,False,1
Aashirvaad Superior MP Atta,Cooking Essentials,Unknown,Unbranded,5000,245.0,250.0,2,5.0,3.0,0,6,In Stock,0.11116496726956045,True,False,5
Amul Pure Ghee (Pouch),Cooking Essentials,Unknown,Unbranded,500,249.0,255.0,2,6.0,3.0,0,6,In Stock,0.11084023034920785,True,False,500
Arden Eggs Brown,Cooking Essentials,Unknown,Unbranded,348,79.0,85.0,7,6.0,3.0,0,4,In Stock,0.1465075531307853,True,False,6
Tata Salt Lite,Cooking Essentials,Unknown,Unbranded,1000,36.0,40.0,10,4.0,3.0,0,6,In Stock,0.1827790096498459,True,False,1
Saffola Gold Oil (Pouch),Cooking Essentials,Unknown,Unbranded,1000,215.0,215.0,0,0.0,3.0,0,6,In Stock,0.11162212531024944,True,False,1
Fortune Sunlite Refined Sunflower (Jar),Cooking Essentials,Unknown,Unbranded,5000,630.0,697.8799999999992,0,67.8799999999992,3.0,0,6,In Stock,0.0930621274672254,True,False,5
Fortune Rice Bran (Pouch),Cooking Essentials,Unknown,Unbranded,1000,199.0,225.0,11,26.0,3.0,0,6,In Stock,0.12570028443462472,True,False,1
Saffola Active Oil,Cooking Essentials,Unknown,Unbranded,1000,210.0,210.0,0,0.0,3.0,0,6,In Stock,0.11211059505613166,True,False,1
Amul Pure Ghee (Pouch),Cooking Essentials,Unknown,Unbranded,1000,499.0,505.0,1,6.0,3.0,0,2,In Stock,0.0975121826513655,True,False,1
Aashirvaad Atta,Cooking Essentials,Unknown,Unbranded,10000,399.0,460.0,13,61.0,3.0,0,6,In Stock,0.11316098003571824,True,False,10
Popular Essentials Toor Dal (Un-Polished),Cooking Essentials,Unknown,Unbranded,1000,149.0,160.0,6,11.0,3.0,0,4,In Stock,0.12693001239770182,True,False,1
Amul Ghee (Tin),Cooking Essentials,Unknown,Unbranded,1000,509.0,520.0,2,11.0,3.0,0,6,In Stock,0.0981648510059435,True,False,1
Amul Fresh Cream,Cooking Essentials,Unknown,Unbranded,1000,191.0,197.0,3,6.0,3.0,0,3,In Stock,0.11754646581108477,True,False,1
Popular Essentials Pure Jaggery,Cooking Essentials,Unknown,Unbranded,450,49.0,50.0,2,1.0,3.0,0,6,In Stock,0.15644079780482284,True,False,450
Aashirvaad Multigrain Atta,Cooking Essentials,Unknown,Unbranded,1000,62.0,64.0,3,2.0,3.0,0,2,In Stock,0.14916241947513198,True,False,1
Fortune Soyabean Oil,Cooking Essentials,Unknown,Unbranded,5000,630.0,697.8799999999992,0,67.8799999999992,3.0,0,6,In Stock,0.0930621274672254,True,False,5
Popular Essentials Sunflower Seeds,Cooking Essentials,Unknown,Unbranded,50,25.0,25.0,0,0.0,3.0,0,6,In Stock,0.1841566058580809,True,False,50
Tata Sampann kabuli chana,Cooking Essentials,Unknown,Unbranded,1000,183.0,185.0,1,2.0,3.0,0,4,In Stock,0.11620469132640802,True,False,500
Dhara Groundnut Oil (Pouch),Cooking Essentials,Unknown,Unbranded,1000,203.0,230.0,11,27.0,3.0,0,6,In Stock,0.12523222506654655,True,False,1
Dhara Health Refined Sun Flower Oil Jar,Cooking Essentials,Unknown,Unbranded,5000,630.0,697.8799999999992,18,67.8799999999992,3.0,0,6,In Stock,0.10981331041132597,True,False,5
24 Mantra Organic Jaggery Powder,Cooking Essentials,Unknown,Unbranded,500,68.0,80.0,15,12.0,3.0,0,6,In Stock,0.16296236272064002,True,False,500
Tata Sampann High Protien Kabuli Chana,Cooking Essentials,Unknown,Unbranded,500,94.0,94.0,0,0.0,3.0,0,1,In Stock,0.13175586742511156,True,False,500
Dhara Kachi Ghani Mustard Oil Jar,Cooking Essentials,Unknown,Unbranded,5000,630.0,697.8799999999992,8,67.8799999999992,3.0,0,6,In Stock,0.10050709766460345,True,False,5
D'lecta Dairy Cream,Cooking Essentials,Unknown,Unbranded,200,51.0,54.0,5,3.0,3.0,0,6,In Stock,0.15944346764470962,True,False,200
Ching's Secret Instant Hot Garlic Noodles,Cooking Essentials,Unknown,Unbranded,60,15.0,15.0,0,0.0,3.0,0,3,In Stock,0.21640425613334452,True,False,60
Dabur Ginger Garlic Paste,Cooking Essentials,Unknown,Unbranded,100,23.0,25.0,8,2.0,3.0,0,3,In Stock,0.2038983713277929,True,False,100
Ching's Secret Instant Schezwan Noodles,Cooking Essentials,Unknown,Unbranded,60,15.0,15.0,0,0.0,3.0,0,6,In Stock,0.21640425613334452,True,False,60
Gowardhan Ghee/Tuppa Jar,Cooking Essentials,Unknown,Unbranded,500,309.0,315.0,1,6.0,3.0,0,6,In Stock,0.1056379957533688,True,False,500
Tata Sampann Unpolished Moong Dal,Cooking Essentials,Unknown,Unbranded,500,88.0,92.0,4,4.0,3.0,0,4,In Stock,0.13901772133019483,True,False,500
Aashirvaad Select Atta,Cooking Essentials,Unknown,Unbranded,1000,64.0,64.0,0,0.0,3.0,0,6,In Stock,0.14373366944821114,True,False,1
Popular Essentials Misri Dana (Diamond Sugar),Cooking Essentials,Unknown,Unbranded,100,15.0,15.0,0,0.0,3.0,0,4,In Stock,0.21640425613334452,True,False,100
Gowardhan Ghee Jar,Cooking Essentials,Unknown,Unbranded,1000,579.0,598.0,3,19.0,3.0,0,6,In Stock,0.09712356914723312,True,False,1
Top Ramen  Noodles Curry Veg Pouch,Cooking Essentials,Unknown,Unbranded,70,20.0,20.0,0,0.0,3.0,0,1,In Stock,0.19707524325183062,True,False,70
Popular Essentials Refined Sugar,Cooking Essentials,Unknown,Unbranded,1000,60.0,60.0,0,0.0,3.0,0,6,In Stock,0.14595436878495877,True,False,1
Fortune Kachi Ghani Mustard Oil Bottle,Cooking Essentials,Unknown,Unbranded,1000,199.0,216.0,7,17.0,3.0,0,6,In Stock,0.12117054445499861,True,False,1
Saffola Veggie Twist Masala Oats,Cooking Essentials,Unknown,Unbranded,38,15.0,15.0,0,0.0,3.0,0,6,In Stock,0.21640425613334452,True,False,38
Satyam Puffed Rice Kurmura (R),Cooking Essentials,Unknown,Unbranded,200,23.0,23.0,0,0.0,3.0,0,6,In Stock,0.18879478826647492,True,False,200
Quaker Oats,Cooking Essentials,Unknown,Unbranded,400,79.0,79.0,0,0.0,3.0,0,2,In Stock,0.1369229468512012,True,False,400
Aashirvaad Select Sharbati Atta,Cooking Essentials,Unknown,Unbranded,5000,283.0,315.0,10,32.0,3.0,0,6,In Stock,0.11683537084333318,True,False,5
Popular Essentials Refined Sugar,Cooking Essentials,Unknown,Unbranded,5000,265.0,295.0,10,30.0,3.0,0,6,In Stock,0.1182055048486295,True,False,5
Gowardhan Cow Ghee Pouch,Cooking Essentials,Unknown,Unbranded,1000,521.0,579.0,10,58.0,3.0,0,6,In Stock,0.10547060717607075,True,False,1
Dhara Nourish Refined Sunflower Oil Pouch,Cooking Essentials,Unknown,Unbranded,1000,199.0,210.0,5,11.0,3.0,0,6,In Stock,0.11890567446518556,True,False,1
Parachute Oil,Cooking Essentials,Unknown,Unbranded,100,37.0,40.0,7,3.0,3.0,0,3,In Stock,0.17649066491068088,True,False,100
Popular Essentials Plain Puffed Rice (Murmura/Muri),Cooking Essentials,Unknown,Unbranded,100,18.0,18.0,0,0.0,3.0,0,6,In Stock,0.20377396313706517,True,False,100
Amul Mithai Mate Condensed Sweetened Milk,Cooking Essentials,Unknown,Unbranded,200,54.0,56.0,3,2.0,3.0,0,4,In Stock,0.15421727404085292,True,False,200
Saffola Gold (Jar),Cooking Essentials,Unknown,Unbranded,5000,630.0,697.8799999999992,0,67.8799999999992,3.0,0,6,In Stock,0.0930621274672254,True,False,5
McCain New Mini Samosa with Cheese Pizza Style Filling,Cooking Essentials,Unknown,Unbranded,240,118.0,120.0,1,2.0,3.0,0,3,In Stock,0.1268014942224172,True,False,240
Fortune Rice Bran Health Oil (Jar),Cooking Essentials,Unknown,Unbranded,5000,630.0,697.8799999999992,1,67.8799999999992,3.0,0,6,In Stock,0.09399274874189766,True,False,5
Arden Desi Eggs,Cooking Essentials,Unknown,Unbranded,348,95.0,110.0,13,15.0,3.0,0,4,In Stock,0.14854256764796986,True,False,6
Fortune Rozana Basmati Rice,Cooking Essentials,Unknown,Unbranded,5000,462.0,585.0,21,123.0,3.0,0,6,In Stock,0.1182848298079108,True,False,5
Fortune Biriyani Special Basmati Rice,Cooking Essentials,Unknown,Unbranded,1000,175.0,175.0,0,0.0,3.0,0,5,In Stock,0.11604329509109577,True,False,1
Everest Garam Masala,Cooking Essentials,Unknown,Unbranded,100,72.0,78.0,7,6.0,3.0,0,5,In Stock,0.14963432443686295,True,False,100
Popular Essentials Pumpkin Seeds,Cooking Essentials,Unknown,Unbranded,100,75.0,90.0,16,15.0,3.0,0,6,In Stock,0.16071181144438304,True,False,100
Fortune Soya Health Refined Soybean Oil,Cooking Essentials,Unknown,Unbranded,1000,206.0,210.0,1,4.0,3.0,0,2,In Stock,0.1136380940928876,True,False,1
Gowardhan Pure Ghee Pouch,Cooking Essentials,Unknown,Unbranded,500,281.0,295.0,4,14.0,3.0,0,6,In Stock,0.11060090004216318,True,False,500
Popular Essentials Jeera/Cumin Seeds,Cooking Essentials,Unknown,Unbranded,100,38.0,40.0,5,2.0,3.0,0,3,In Stock,0.17196380485792037,True,False,100
Weikfield Baking Soda,Cooking Essentials,Unknown,Unbranded,100,29.0,30.0,3,1.0,3.0,0,6,In Stock,0.18170071614543734,True,False,100
Everest Pav Bhaji Masala,Cooking Essentials,Unknown,Unbranded,50,33.0,37.0,10,4.0,3.0,0,4,In Stock,0.18716180475388006,True,False,50
Tata Sampann Unpolished Chana Dal,Cooking Essentials,Unknown,Unbranded,1000,89.0,95.0,6,6.0,3.0,0,2,In Stock,0.14133931134765543,True,False,500
Amul Mithai Mate EOE Tin,Cooking Essentials,Unknown,Unbranded,400,109.0,112.0,2,3.0,3.0,0,6,In Stock,0.13019945885824966,True,False,400
Pillsbury Chakki Fresh Atta,Cooking Essentials,Unknown,Unbranded,10000,375.0,450.0,16,75.0,3.0,0,6,In Stock,0.11737744102825019,True,False,10
Everest Chicken Masala,Cooking Essentials,Unknown,Unbranded,50,38.0,39.0,2,1.0,3.0,0,1,In Stock,0.1670505532905512,True,False,50
Dhara Life Refined Ricebran Oil (Pouch),Cooking Essentials,Unknown,Unbranded,1000,190.0,205.0,7,15.0,3.0,0,6,In Stock,0.12223278334516675,True,False,1
Borges Extra Virgin Olive Oil,Cooking Essentials,Unknown,Unbranded,250,299.0,400.0,25,101.0,3.0,0,1,In Stock,0.13149169052860957,True,False,250
Everest Shahi Biryani Masala,Cooking Essentials,Unknown,Unbranded,50,60.0,70.0,14,10.0,3.0,0,6,In Stock,0.166387980414853,True,False,50
Popular Essentials Californian Almond,Cooking Essentials,Unknown,Unbranded,250,251.0,350.0,28,99.0,3.0,0,6,In Stock,0.1388931818900758,True,False,250
Popular Essentials Ajwain Whole,Cooking Essentials,Unknown,Unbranded,50,25.0,25.0,0,0.0,3.0,0,4,In Stock,0.1841566058580809,True,False,50
Everest Tikhalal Chilli Powder,Cooking Essentials,Unknown,Unbranded,500,212.0,235.0,9,23.0,3.0,0,6,In Stock,0.12198551763005074,True,False,500
Popular Essentials Kabuli Chana Regular,Cooking Essentials,Unknown,Unbranded,500,77.0,85.0,9,8.0,3.0,0,6,In Stock,0.15011331397534233,True,False,500
Pillsbury Chakki Fresh Atta,Cooking Essentials,Unknown,Unbranded,1000,52.0,52.0,0,0.0,3.0,0,4,In Stock,0.15112238925101978,True,False,1
Popular Essentials Saunf/Fennel Seeds,Cooking Essentials,Unknown,Unbranded,100,44.0,45.0,2,1.0,3.0,0,6,In Stock,0.16077075434048418,True,False,100
Popular Essentials Bansi Sooji,Cooking Essentials,Unknown,Unbranded,500,34.0,35.0,2,1.0,3.0,0,3,In Stock,0.17213504540638974,True,False,500
Happilo Premium International Queen Kalmi Dates,Cooking Essentials,Unknown,Unbranded,200,172.0,245.0,29,73.0,3.0,0,6,In Stock,0.15019526564854346,True,False,200
Tata Sampann Unpolished Urad Whole,Cooking Essentials,Unknown,Unbranded,500,94.0,101.0,6,7.0,3.0,0,4,In Stock,0.13966121947061827,True,False,500
Popular Essentials Cashew Split,Cooking Essentials,Unknown,Unbranded,250,283.0,325.0,12,42.0,3.0,0,6,In Stock,0.11895965031321196,True,False,250
Popular Essentials Chana Dal (Un-Polished),Cooking Essentials,Unknown,Unbranded,500,54.0,60.0,10,6.0,3.0,0,6,In Stock,0.1646980596552798,True,False,500
Tata Sampann Unpolished Rajma (Chitra),Cooking Essentials,Unknown,Unbranded,500,125.0,134.0,6,9.0,3.0,0,6,In Stock,0.13150598171000724,True,False,500
Everest Garam Masala,Cooking Essentials,Unknown,Unbranded,50,41.0,42.0,2,1.0,3.0,0,2,In Stock,0.16373838848846103,True,False,50
Everest Kitchen King Masala,Cooking Essentials,Unknown,Unbranded,100,60.0,70.0,14,10.0,3.0,0,2,In Stock,0.166387980414853,True,False,100
24 Mantra Organic Cumin,Cooking Essentials,Unknown,Unbranded,100,65.0,70.0,7,5.0,3.0,0,2,In Stock,0.15323458364244152,True,False,100
